$1,7.01835e-03,7.25214e-03,7.06984e-03,1.35876e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,2.49999e+00,2.49999e+00,7.06875e-02,7.06875e-02
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,3.89936e+00,1.00001e-02,3.89936e+00,1.00001e-02
out,2.80734e-03,2.90085e-03,2.82794e-03,5.43504e-01
